frame,money,towers
1,650,
2,650,
3,650,
4,650,
5,650,
6,650,
7,650,
8,650,
9,650,
10,650,
11,650,
12,650,
13,650,
14,650,
15,650,
16,220,
17,220,16,582,430,0,0,0
18,220,16,582,430,0,0,0
19,220,16,582,430,0,0,0
20,220,16,582,430,0,0,0
21,220,16,582,430,0,0,0
22,224,16,582,430,0,0,0
23,228,16,582,430,0,0,0
24,234,16,582,430,0,0,0
25,244,16,582,430,0,0,0
26,254,16,582,430,0,0,0
27,261,16,582,430,0,0,0
28,270,16,582,430,0,0,0
29,274,16,582,430,0,0,0
30,383,16,582,430,0,0,0
31,3,16,582,430,1,0,0
32,3,16,582,430,1,0,0
33,3,16,582,430,1,0,0
34,3,16,582,430,1,0,0
35,9,16,582,430,1,0,0
36,19,16,582,430,1,0,0
37,28,16,582,430,1,0,0
38,35,16,582,430,1,0,0
39,40,16,582,430,1,0,0
40,46,16,582,430,1,0,0
41,51,16,582,430,1,0,0
42,56,16,582,430,1,0,0
43,68,16,582,430,1,0,0
44,185,16,582,430,1,0,0
45,185,16,582,430,1,0,0
46,185,16,582,430,1,0,0
47,189,16,582,430,1,0,0
48,199,16,582,430,1,0,0
49,209,16,582,430,1,0,0
50,221,16,582,430,1,0,0
51,230,16,582,430,1,0,0
52,237,16,582,430,1,0,0
53,244,16,582,430,1,0,0
54,255,16,582,430,1,0,0
55,263,16,582,430,1,0,0
56,273,16,582,430,1,0,0
57,385,16,582,430,1,0,0
58,385,16,582,430,1,0,0
59,385,16,582,430,1,0,0
60,385,16,582,430,1,0,0
61,385,16,582,430,1,0,0
62,385,16,582,430,1,0,0
63,385,16,582,430,1,0,0
64,385,16,582,430,1,0,0
65,385,16,582,430,1,0,0
66,115,16,582,430,1,0,0,14,457,296,0,0,0
67,115,16,582,430,1,0,0,14,457,296,0,0,0
68,115,16,582,430,1,0,0,14,457,296,0,0,0
69,115,16,582,430,1,0,0,14,457,296,0,0,0
70,115,16,582,430,1,0,0,14,457,296,0,0,0
71,125,16,582,430,1,0,0,14,457,296,0,0,0
72,139,16,582,430,1,0,0,14,457,296,0,0,0
73,152,16,582,430,1,0,0,14,457,296,0,0,0
74,166,16,582,430,1,0,0,14,457,296,0,0,0
75,181,16,582,430,1,0,0,14,457,296,0,0,0
76,195,16,582,430,1,0,0,14,457,296,0,0,0
77,314,16,582,430,1,0,0,14,457,296,0,0,0
78,314,16,582,430,1,0,0,14,457,296,0,0,0
79,317,16,582,430,1,0,0,14,457,296,0,0,0
80,327,16,582,430,1,0,0,14,457,296,0,0,0
81,337,16,582,430,1,0,0,14,457,296,0,0,0
82,349,16,582,430,1,0,0,14,457,296,0,0,0
83,359,16,582,430,1,0,0,14,457,296,0,0,0
84,369,16,582,430,1,0,0,14,457,296,0,0,0
85,379,16,582,430,1,0,0,14,457,296,0,0,0
86,389,16,582,430,1,0,0,14,457,296,0,0,0
87,399,16,582,430,1,0,0,14,457,296,0,0,0
88,407,16,582,430,1,0,0,14,457,296,0,0,0
89,419,16,582,430,1,0,0,14,457,296,0,0,0
90,431,16,582,430,1,0,0,14,457,296,0,0,0
91,445,16,582,430,1,0,0,14,457,296,0,0,0
92,457,16,582,430,1,0,0,14,457,296,0,0,0
93,471,16,582,430,1,0,0,14,457,296,0,0,0
94,491,16,582,430,1,0,0,14,457,296,0,0,0
95,303,16,582,430,1,0,0,14,457,296,0,1,0
96,303,16,582,430,1,0,0,14,457,296,0,1,0
